"pitcher","pitcher_name","pitch_hand","n_pitches","team_id","ball_angle","relative_release_ball_x","release_ball_z","relative_shoulder_x","shoulder_z"
641755,"Kinley, Tyler","R",1160,115,"45.0",-1.490260904145139,6.45212931,0.1300940860685969,4.8322194676224735
605218,"Edwards Jr., Carl","R",12,135,"56.9",-0.9700006493420479,6.409166667,0.26783632650029715,4.513304515745692
678368,"Bellozo, Valente","R",1094,146,"45.6",-1.4595377120555495,6.106480804,0.06730277718034183,4.549337343376772
669854,"Blanco, Ronel","R",2649,117,"46.5",-1.4800588121656437,6.115534164,0.07072117383279175,4.484586021362116
687798,"Robertson, Nick","R",217,9999,"32.5",-2.191582389224772,5.674792627,-0.2598037022433608,4.448970651075675
669165,"Hurt, Kyle","R",58,119,"41.5",-1.7663848541033091,5.782758621,-0.0368761110086668,4.249374915483435
666214,"Wentz, Joey","L",1224,9999,"49.7",1.262759153130713,6.352058824,-0.348715166078315,4.452086176863794
641793,"Littell, Zack","R",2467,139,"41.5",-1.9370185211283935,6.145889745,-0.23551239668436158,4.638212079882257
669084,"Hall, DL","L",782,158,"43.3",1.746178419195321,5.505051151,0.09681425500681552,3.9504804949601313
671111,"Peralta, Sammy","L",282,145,"12.1",2.777082338957757,4.671914894,0.5848964491599351,4.20204136673367
669302,"Gilbert, Logan","R",3036,136,"43.8",-1.4977128477976311,5.825405138,0.17979565226198274,4.211764179988685
666277,"Soriano, George","R",519,146,"21.4",-2.3757286602552368,5.178766859,-0.18027050340192136,4.317627311194224
672391,"Ort, Kaleb","R",366,117,"43.5",-1.6235375510528378,5.846557377,0.02733225529158509,4.279164477708621
669622,"Bender, Anthony","R",935,146,"18.0",-2.4892003378268064,5.465967914,-0.2993188700468031,4.75529092310332
700669,"Graceffo, Gordon","R",105,138,"47.8",-1.4950525205601495,5.874380952,0.0201146176046176,4.201616768525593
571882,"Law, Derek","R",1368,120,"51.2",-1.2297224961616804,6.487843567,0.17753103636989082,4.741665124542635
656302,"Cease, Dylan","R",3188,135,"53.4",-1.292627210020078,6.100291719,0.020948343750069886,4.3277111857187345
676508,"Casparius, Ben","R",156,119,"42.2",-1.6574741625354747,6.006217949,0.06592776920791625,4.443682901412315
625643,"López, Reynaldo","R",2106,144,"41.9",-1.662427290602902,5.831087369,-0.1138683400114774,4.441682113492903
642232,"Yarbrough, Ryan","L",1476,9999,"13.5",3.1875735109780416,5.017391599,0.9129248450550472,4.472438969078637
669203,"Burnes, Corbin","R",2994,110,"43.7",-1.5769566482868338,5.967802271,0.06756166736324706,4.395320908513413
493603,"Ottavino, Adam","R",997,121,"24.8",-2.744897312047183,5.383219659,-0.5435088101202004,4.365634280113072
666818,"Frías, Luis","R",229,9999,"48.6",-1.4169183731945696,6.467248908,0.2061003997073224,4.627572156707063
669713,"Wesneski, Hayden","R",1075,112,"49.6",-1.5217672216403864,5.933227907,0.012400272768726944,4.127370946233882
682073,"Hensley, David","R",1,146,"44.2",-1.5624194825076048,5.97,0.08222941176470594,4.364888235294117
502171,"Cobb, Alex","R",242,114,"36.0",-2.2943317958236515,5.54661157,-0.5235731732738177,4.2582465675225745
669169,"Heasley, Jonathan","R",108,110,"52.9",-1.1957435844835165,6.044537037,0.19860183947316298,4.195635024262231
673540,"Senga, Kodai","R",73,121,"44.3",-1.5184399176089038,5.849315068,0.07896524918809365,4.289396409298464
605135,"Bassitt, Chris","R",2959,141,"35.3",-2.0625863349555975,5.522419736,0.04098321426699658,4.032917895101139
657024,"Swanson, Erik","R",665,141,"51.0",-1.4399393041028616,6.120691729,-0.06934066154691536,4.4275196083792405
502179,"Espino, Paolo","R",158,141,"47.2",-1.4798919489318427,5.495063291,-0.11778191746203658,4.021958323179671
676534,"Faucher, Calvin","R",987,146,"50.0",-1.54935887114374,6.000577508,-0.08529302537262486,4.25264522229265
605347,"López, Jorge","R",802,9999,"36.1",-1.7754087704679897,5.759239401,0.030103854557012106,4.440462927907506
656945,"Scott, Tanner","L",1163,9999,"35.2",2.247539927534115,5.231642304,0.44360937353914426,3.9574394188457847
676083,"Junk, Janson","R",175,9999,"54.5",-1.1011090456792476,5.773257143,0.2039698263305322,3.9433774448688568
660644,"Bruján, Vidal","R",5,146,"33.3",-2.0802376260303945,5.652,-0.2815661140819965,4.471758966131907
669211,"Akin, Keegan","L",1216,110,"42.4",1.7223487824887374,5.913478618,0.04394475326015575,4.377588611589965
592791,"Taillon, Jameson","R",2483,112,"44.9",-1.5775322902001165,6.136133709,0.06800485978450255,4.491315143187583
543391,"Kelly, Casey","R",78,113,"51.9",-1.337696286210451,6.518717949,0.15708129713423832,4.608407111842406
605335,"Leibrandt, Brandon","L",117,113,"51.7",1.507837025240806,6.180769231,0.04798982890747598,4.330349556652497
622251,"Staumont, Josh","R",420,142,"48.0",-1.522983110439139,6.039666667,0.015446583057465407,4.330661477803241
541640,"Ramírez, Erasmo","R",302,139,"36.1",-1.9742570660376848,5.452880795,-0.31055367868399614,4.238157015322683
689225,"Brieske, Beau","R",1145,116,"49.1",-1.3413182494944031,5.978034934,0.2089479545259946,4.1882285317080346
605121,"Anderson, Justin","R",945,145,"35.7",-1.9392435005845592,5.679957672,-0.0804478998198607,4.342834537249242
669358,"Baz, Shane","R",1206,139,"38.3",-1.7311867199624302,5.800787728,0.053425619230052915,4.388375122678348
676962,"Brown, Ben","R",849,112,"42.4",-1.5766006129727737,6.370365135,0.11966995511128752,4.817162437406696
666204,"Jiménez, Dany","R",450,133,"61.3",-0.6516016166201212,6.414022222,0.542296901762725,4.231963282828278
668933,"Ashcraft, Graham","R",1342,113,"49.0",-1.4540917994928406,6.296587183,0.11187623462201575,4.494224667601763
666215,"Whitley, Forrest","R",94,117,"38.2",-1.797695358041665,6.189042553,0.029943743125877057,4.751484477756286
593974,"Peralta, Wandy","L",593,135,"42.9",1.5802316871499704,5.999359191,-0.12532004355628512,4.415645524734499
681869,"Dubin, Shawn","R",840,117,"39.6",-1.877449532667299,5.788547619,-0.09866798478482298,4.314818427765047
669912,"Snead, Kirby","L",196,136,"15.4",2.6737929211413327,5.079183673,0.4604704054349013,4.470340846793258
471911,"Carrasco, Carlos","R",1688,114,"35.8",-2.005008843722496,5.896723934,-0.1365497419131376,4.5517240244126524
676680,"Cosgrove, Tom","L",299,135,"11.1",2.7322526631181887,4.716923077,0.4663799262544788,4.272077845641145
592662,"Ray, Robbie","L",568,137,"46.9",1.5771649784656774,6.271795775,0.01278730511410712,4.601601520486557
669724,"Hanifee, Brenan","R",435,116,"32.4",-2.613109321446156,5.510183908,-0.5822736375929679,4.218535379556212
663321,"Hernandez, Nick","R",139,117,"47.3",-1.3085516605106418,5.749136691,0.2613997159491659,4.046797864168558
606930,"Barnes, Jacob","R",1117,120,"43.1",-1.523721894078232,5.698549687,0.215472619714444,4.069630445696632
640448,"Finnegan, Kyle","R",1066,120,"50.3",-1.0217979552205654,5.728245779,0.37447605313146903,4.042453640978818
663460,"Bubic, Kris","L",467,118,"41.5",1.8579265431706222,5.678950749,0.14936512918579925,4.169719366609795
680686,"Gray, Josiah","R",176,120,"31.1",-2.3586987026870205,5.103977273,-0.2677029097796143,3.8428032277993838
500779,"Quintana, Jose","L",2749,121,"44.8",1.830129452069721,5.781531466,0.2300451630766394,4.193622152505298
552640,"Kittredge, Andrew","R",1010,138,"39.2",-1.737221149086281,5.770079208,-0.03156057676355872,4.378271410670481
607644,"Means, John","L",320,110,"45.1",1.5374176487940416,6.40515625,-0.052015030637254905,4.808776502618092
656896,"Rivera, Emmanuel","R",14,146,"18.1",-2.620182440049947,5.887857143,-0.36649138018843896,5.150093009931245
667755,"Soriano, José","R",1736,108,"36.1",-2.158144293607645,6.004665899,-0.24934576381872398,4.615176302962545
670241,"Vines, Darius","R",257,144,"44.9",-1.6402429770732578,5.970233463,0.017054578400160905,4.3204163177899355
647336,"Soroka, Michael","R",1442,145,"37.4",-2.067094703765303,6.095589459,-0.15588717047277878,4.6312562506644275
621294,"Heller, Ben","R",255,134,"28.8",-2.1510665647566047,5.690901961,-0.02819562545873965,4.523830346020764
607074,"Rodón, Carlos","L",3102,147,"45.4",1.6954687610202583,6.325892972,-0.016885460820516028,4.589699503511624
623149,"Sewald, Paul","R",629,109,"15.9",-2.677097626077562,4.464801272,-0.6773839883922932,3.8946069440783995
665795,"Cabrera, Edward","R",1734,146,"42.0",-1.695477317869726,6.151972318,0.10661359827668093,4.52860385058606
608638,"Chargois, JT","R",529,9999,"27.5",-2.4702341920813,5.378922495,-0.4195458304270325,4.309618000700884
670990,"Ramírez, Yohan","R",768,9999,"26.4",-2.405592772985754,5.168932292,-0.44921234414457056,4.19930492772393
640454,"Krook, Matt","L",27,110,"27.3",2.4520119041513513,5.852592593,0.2891444939591999,4.73314131181092
814005,"Bloss, Jake","R",238,117,"46.2",-1.3516631435009414,5.742563025,0.15173365501280733,4.178192262840962
671096,"Abbott, Andrew","L",2333,113,"45.0",1.6470728370678143,5.862678954,0.10519578209415716,4.319956515522073
622766,"Díaz, Miguel","R",10,117,"37.5",-1.7883769538223289,5.848,-0.009933493761140819,4.482748921568628
518585,"Cruz, Fernando","R",1138,113,"45.4",-1.667858134265556,6.028646749,-0.100752198637883,4.437668922320488
676760,"Marinaccio, Ron","R",395,147,"33.9",-2.089390804992956,5.354810127,-0.1660606685620163,4.064283467361623
592426,"Jackson, Luke","R",917,9999,"53.5",-1.1800780262520318,6.513958561,0.22828525767003544,4.608196333564647
622694,"Hernández, Elieser","R",251,9999,"39.9",-1.535567959763624,5.289721116,-0.062081425456817996,4.056503245130001
605155,"Brewer, Colten","R",391,112,"35.3",-1.9026584511729658,6.027468031,0.032572991689119264,4.656239974515735
676391,"Clement, Ernie","R",4,141,"13.4",-2.6367327232451085,4.99,-0.6883814393939394,4.52529986631016
614179,"Ruiz, José","R",807,143,"44.8",-1.5804984918465435,6.282453532,0.10067133725180967,4.61380783242439
689958,"Walters, Andrew","R",132,114,"39.0",-1.759237774325666,5.909621212,-0.035193110922054786,4.513560900448334
665871,"Assad, Javier","R",2538,112,"54.8",-1.0466034696142885,6.000078802,0.2229743061262043,4.200827705121028
605513,"Turnbull, Spencer","R",916,143,"24.6",-2.522199797862444,5.703733624,-0.29856132792736007,4.684793493858441
672710,"Contreras, Roansy","R",1074,9999,"48.6",-1.1259998195250644,5.932337058,0.373297876563864,4.234437701862529
676664,"Sears, JP","L",2856,133,"21.4",2.311098794033488,4.639856443,0.28865699019358176,3.8479927047601516
641941,"Pagán, Emilio","R",593,113,"41.5",-1.5727130022612343,5.657403035,0.14857604103729488,4.134691482176195
543037,"Cole, Gerrit","R",1534,147,"42.4",-1.7952213362612746,5.986597132,-0.14853098286724903,4.481458357619445
607536,"Freeland, Kyle","L",1769,115,"27.3",2.165502115003919,5.723629169,0.1337077585451159,4.675910565603489
663992,"Lovelady, Richard","L",527,9999,"18.6",2.5270143367262334,5.240151803,0.5387804643713612,4.572123508440814
682227,"Williamson, Brandon","L",256,113,"46.0",1.577771239782318,6.713984375,-0.145708495571524,4.928658964530413
622663,"Severino, Luis","R",2888,121,"41.1",-1.5554512666709046,5.910803324,0.07422070399489433,4.491105180728174
657376,"Schmidt, Clarke","R",1454,147,"35.1",-1.9219600941680643,5.640742779,0.012585028086512835,4.280150257939863
666159,"Manning, Matt","R",438,116,"45.5",-1.6581532150306009,5.515616438,-0.12095916192545933,3.9508779749550285
671212,"Boyle, Joe","R",964,133,"48.2",-1.333868750348797,6.224294606,0.272073286347734,4.425977984630294
670766,"McCaughan, Darren","R",713,9999,"29.6",-2.1582369302810793,5.259102384,-0.14872199713494977,4.116935316243032
663947,"Holton, Tyler","L",1338,116,"43.2",1.7192384006938322,5.89009716,0.04131163854317379,4.3149472254862
683068,"Penrod, Zach","L",86,111,"44.5",1.7468210027075608,6.197209302,0.11659148944990262,4.598302074783404
665620,"García, Deivi","R",282,145,"39.1",-1.8846051493579954,5.439893617,-0.20887467446682084,4.0734968303181995
670059,"Holderman, Colin","R",869,134,"28.8",-2.2959273387724064,5.61118527,-0.2539004417354347,4.487806712594024
694813,"Stone, Gavin","R",2152,119,"47.0",-1.2617736518529628,5.611933086,0.2622877372290585,3.9767142615334437
668390,"Winn, Cole","R",286,140,"41.1",-1.9529980717509257,5.500314685,-0.1862091750495495,3.9611768420527778
665152,"Kremer, Dean","R",2171,110,"41.0",-1.779709157754575,6.04015661,-0.05282877273014646,4.537115732500449
701643,"Hartwig, Grant","R",118,121,"13.6",-2.824687492439879,4.837881356,-0.5862647436478442,4.294850554397416
592779,"Stewart, Brock","R",268,142,"27.3",-2.3186750402992415,5.371865672,-0.18759453201904905,4.268934115186106
702674,"Dana, Caden","R",206,108,"44.2",-1.608871258713939,6.035582524,-0.013739282747520903,4.486176099804441
608331,"Fried, Max","L",2762,144,"48.4",1.48393329149688,5.950351195,-0.09750065173393438,4.167907639649893
675650,"Mercado, Michael","R",260,143,"36.8",-1.8763798340845659,6.080769231,0.019784408336761285,4.659374155011654
694037,"Palencia, Daniel","R",263,112,"36.4",-1.6489423508530923,5.452813688,0.08836718414292781,4.172094695105837
693821,"Elder, Bryce","R",864,144,"54.3",-1.098992375760275,6.648599537,0.25691358065953657,4.763932292079286
628452,"Iglesias, Raisel","R",928,144,"33.5",-2.266652652214956,5.541045259,-0.2823312577793655,4.227578573706127
621366,"Borucki, Ryan","L",174,134,"28.7",2.2493810753499215,5.69183908,0.1964401274407359,4.566039055873131
663423,"Thornton, Trent","R",1139,136,"35.0",-1.9588525719222676,5.18428446,-0.1662428614242408,3.9297969787739513
642028,"Rogers, Josh","L",170,115,"35.5",2.0986796352862633,5.901705882,0.24267278913704513,4.577811783579745
682989,"Mederos, Victor","R",107,108,"36.9",-1.9547435905063277,5.694018692,-0.18166672330784478,4.360516595865193
674370,"Bido, Osvaldo","R",1055,133,"33.9",-2.085203316989408,5.847554502,-0.08690994956534957,4.505703603669817
667725,"Tyler, Kyle","R",579,146,"61.5",-0.5181443916343175,5.922590674,0.4502419379716087,4.14015805633291
643256,"Cimber, Adam","R",416,108,"-22.9",-3.431033548534135,2.401370192,-1.3454201288907173,3.2823835535787773
689266,"Dodd, Dylan","L",34,144,"45.5",1.6626606012987983,6.019411765,-0.027042749292230273,4.299804521862222
664129,"Hartlieb, Geoff","R",138,115,"35.8",-2.0399778743901384,5.954637681,-0.027510892815624282,4.5049185234699936
686973,"Varland, Louis","R",901,142,"41.2",-1.9216590984999138,5.532708102,-0.23249851482112366,4.054341264607958
656464,"Ginkel, Kevin","R",1184,109,"40.3",-1.7702920218596088,6.428353041,0.05065392789179555,4.88626147587259
687911,"King, Bryan","L",416,117,"37.1",1.7823449026963103,5.609375,0.05835511856403403,4.304665609145758
608344,"Irvin, Cole","L",1767,9999,"40.0",2.009759765310022,6.094272779,0.23581559487817375,4.605764152964776
661395,"Duran, Jhoan","R",881,142,"33.6",-2.0905063997988487,5.94908059,-0.06797079542166681,4.606181890514952
663941,"Beck, Tristan","R",242,137,"44.9",-1.7603249385386377,6.052190083,-0.09594287650447107,4.397256818550114
621237,"Alvarado, José","L",1017,143,"65.1",0.5206819358590484,6.65460177,-0.5324393113855898,4.374738650955151
669308,"Reynolds, Sean","R",225,135,"40.6",-1.62815176984152,6.473422222,0.12003717567835215,4.97465373935433
641703,"Honeywell, Brent","R",595,9999,"45.3",-1.4782671074703642,6.179798319,0.08553985679833435,4.60171383139352
660896,"Alcala, Jorge","R",930,142,"49.2",-1.5350057164029594,6.526204301,0.04004984148889274,4.6988350274088155
686654,"Adcock, Ty","R",86,121,"47.2",-1.5770467332387208,5.931860465,-0.021043451270571653,4.253597513783526
694297,"Pfaadt, Brandon","R",2790,109,"27.7",-2.4093714655386167,5.508007168,-0.37243589337396776,4.436423559184513
608718,"Suter, Brent","L",1022,113,"55.6",1.114291703491015,6.29055773,-0.057801730816859756,4.575350392959177
660761,"Suarez, José","L",987,108,"40.2",1.8095025449487558,5.597760892,0.16150701517228433,4.201810220477617
681517,"Leahy, Kyle","R",695,138,"46.0",-1.5361416734470743,5.836446043,0.08543056784518918,4.1553681198784265
518397,"Alexander, Scott","L",566,133,"36.6",1.9281472321836086,5.721413428,0.13380433838488828,4.388575156522618
663465,"Allard, Kolby","L",436,143,"48.0",1.596493854120762,5.532706422,0.11484240645799604,3.8815872522445174
666205,"Muller, Kyle","L",725,133,"52.8",1.361458406851182,6.597737931,-0.21239215108488543,4.5229122393509105
605400,"Nola, Aaron","R",3189,143,"20.1",-2.4011946140621263,5.024550016,-0.2443107096363443,4.236191173983208
682254,"Montgomery, Mason","L",158,139,"52.6",1.1997040371765977,5.79721519,-0.13789190471355395,4.04511831776439
656641,"Latz, Jacob","L",813,140,"50.6",1.1645739145611196,5.936260763,-0.2733281209095515,4.187472351691429
664351,"Contreras, Luis","R",105,117,"47.0",-1.2604682415518422,5.315047619,0.1917870944741533,3.7571442169595097
506433,"Darvish, Yu","R",1189,135,"39.9",-1.7470111559752834,5.602607233,-0.1564607155011252,4.275107778072612
685314,"Saalfrank, Andrew","L",26,109,"48.3",1.5151220548671334,6.245769231,-0.07172519539284244,4.465498035787742
676395,"Garcia, Robert","L",946,120,"24.5",2.4459466881041676,5.589608879,0.28619174250903556,4.6054164815359195
542882,"Andriese, Matt","R",88,146,"43.1",-2.160873243828688,5.717272727,-0.41426879456328,4.080427407429913
641656,"Hamilton, Ian","R",619,147,"40.2",-1.6277304388169287,5.954087237,0.07095275126058646,4.51812125459671
624522,"Thompson, Keegan","R",537,112,"37.8",-1.8072571456233752,5.821824953,-0.030387995797608057,4.446862703771202
623437,"Topa, Justin","R",20,142,"12.8",-2.7726585881718284,5.168,-0.47814730837789654,4.645504527629233
663362,"Waldron, Matt","R",2448,135,"28.6",-2.411743391797996,5.479093137,-0.46114825868255793,4.415699664464713
695243,"Miller, Mason","R",1024,133,"34.0",-2.162280814416067,6.05671875,-0.1426059603386809,4.696207808148129
674944,"Guenther, Sean","L",243,116,"45.0",1.6620402802243741,5.58909465,0.12095743638270874,4.047903492807524
640451,"Harvey, Hunter","R",906,9999,"44.1",-1.3238085882732777,5.786280353,0.23955643295046294,4.271918097511928
543339,"Hudson, Daniel","R",980,119,"30.4",-2.263448653144933,5.503622449,-0.19418579841027317,4.288460335588779
681432,"Little, Luke","L",437,112,"26.3",2.4637859418425045,5.501327231,0.20781962579081986,4.38456092891494
605488,"Springs, Jeffrey","L",565,139,"42.5",1.6602089952633947,5.982159292,0.0011339720473869492,4.46120464672756
655889,"Rodríguez, Manuel","R",605,139,"46.8",-1.5535368844746869,5.540280992,-0.008615722809033445,3.8976714081996433
677053,"Nardi, Andrew","L",906,146,"46.7",1.8694890263389423,5.814094923,0.28871382140454027,4.137474706748042
642547,"Peralta, Freddy","R",3066,158,"36.9",-2.172796899421913,5.279817352,-0.3890275162991724,3.94109119335987
608723,"Voth, Austin","R",974,136,"37.4",-1.7965253295734842,5.685985626,-0.04748363063537909,4.350308466748667
682120,"Herrin, Tim","L",990,114,"30.9",2.376196063862604,5.720121212,0.37042885305821144,4.5173941677019736
675540,"Curry, Xzavion","R",635,9999,"59.8",-0.8530668540846464,6.004440945,0.2943133166308756,4.036655805858495
657697,"Nittoli, Vinny","R",178,9999,"19.1",-2.8582207223390306,4.852640449,-0.7414967483827034,4.122252496044385
542888,"Armstrong, Shawn","R",1109,9999,"39.9",-1.9627118985369398,5.799603246,-0.185865349859921,4.313288856447568
668970,"Hollowell, Gavin","R",29,112,"7.7",-3.180368800143401,5.04137931,-0.7059655264613681,4.706593693527568
656629,"Kopech, Michael","R",1141,9999,"44.8",-1.5907048719841181,5.717537248,-0.08144733518616579,4.219771227665633
607259,"Martinez, Nick","R",2122,113,"58.6",-0.8373672959795045,6.241573987,0.3365888552739239,4.316381573398788
663623,"Irvin, Jake","R",3046,120,"28.5",-2.1689572141954656,5.724711097,-0.10945356377493981,4.603897474523144
594580,"Moll, Sam","L",624,113,"16.5",2.198361302361302,5.019599359,0.08435090240641713,4.392262176630559
669194,"Nelson, Ryne","R",2406,109,"47.6",-1.301373748952034,6.072323358,0.20760487795662344,4.418825069975093
656234,"Bird, Jake","R",656,115,"20.6",-2.4415657989424484,5.370960366,-0.25541229892178613,4.547932247646849
656546,"Hoffman, Jeff","R",990,143,"39.6",-1.8244440009601182,6.038555556,0.09033977700354705,4.452051756333379
657265,"Strzelecki, Peter","R",192,114,"19.9",-2.6741565243302703,4.950625,-0.6672533705622399,4.223029711638443
669620,"Basso, Brady","L",350,133,"56.0",1.2284809295788117,6.579,-0.0990318708938121,4.611074157626687
674003,"Bradford, Cody","L",1175,140,"56.6",1.0587746119575636,6.224374468,-0.27013268942238416,4.206505137027347
554340,"García, Yimi","R",619,9999,"27.4",-2.4963459000968435,5.176542811,-0.30061147457661286,4.038446514273204
605177,"Chafin, Andrew","L",967,9999,"49.9",1.6062295043933439,6.269855222,0.116615787843764,4.498075129542273
593833,"Suero, Wander","R",2,117,"39.7",-2.3745245578369025,5.74,-0.7669772727272728,4.40535606060606
669721,"Daniel, Davis","R",508,108,"48.7",-1.2682363691198588,5.591377953,0.09599669898381692,4.038243226381458
606160,"Montero, Rafael","R",677,117,"34.5",-1.9291538649022384,5.089084195,-0.03562766978148851,3.787285855075211
621097,"Waguespack, Jacob","R",221,139,"69.6",-0.3538027961512621,6.430769231,0.4989123131770189,4.145188691009111
455119,"Martin, Chris","R",657,111,"40.6",-2.003624587425558,6.110410959,-0.13571466803408797,4.506945288501451
660825,"Bazardo, Eduard","R",441,136,"44.2",-1.5508817130529486,5.816780045,0.13337333458635978,4.1815493548934715
663704,"McArthur, James","R",903,118,"31.9",-2.1370665794343786,5.775902547,0.009882840817792938,4.43980028129645
693433,"Woo, Bryan","R",1715,136,"26.8",-2.215593994800295,5.045364431,-0.26240129838948634,4.056588193459204
670103,"Burgos, Raymond","L",25,137,"24.3",2.39322703746661,5.8148,0.1647439037433155,4.8065264171123
685107,"Veneziano, Anthony","L",242,9999,"35.9",2.0478779256525903,6.084214876,0.1503153905363798,4.709824144826978
592155,"Booser, Cam","L",695,111,"39.2",1.8586145396444906,5.742359712,0.15342255786814404,4.355263912591852
691951,"Aldegheri, Sam","L",222,108,"37.9",1.7480920670038735,6.032882883,0.05457302757302758,4.712860982238919
606303,"Payamps, Joel","R",899,158,"30.2",-1.9418763925944076,5.636551724,0.11766285573790648,4.437123392202463
657612,"Hill, Tim","L",982,9999,"-19.6",3.102259693804154,3.142362525,0.8772059571393815,3.934527787247098
605156,"Brooks, Aaron","R",403,133,"41.2",-1.8492674370128583,6.305831266,-0.0923547772278323,4.766574700884188
